word,speaker,filename
енциклопедија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-енциклопедија.wav
ера,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ера.wav
ербиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ербиум.wav
еребица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-еребица.wav
есен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-есен.wav
етимологија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-етимологија.wav
ехо,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ехо.wav
жаба,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жаба.wav
жад,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жад.wav
жанр,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жанр.wav
жаргон,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жаргон.wav
ждребе,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ждребе.wav
жеглигово,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Жеглигово.wav
жед,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жед.wav
жеден,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Жеден.wav
желад,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-желад.wav
железен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-железен.wav
железник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Железник.wav
железо,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-железо.wav
желка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-желка.wav
желудник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-желудник.wav
жена,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жена.wav
жерав,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жерав.wav
жива,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жива.wav
живот,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-живот.wav
животно,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-животно.wav
животопис,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-животопис.wav
жир,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жир.wav
жирафа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жирафа.wav
жител,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жител.wav
жлезда,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жлезда.wav
жолт,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жолт.wav
жолчка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жолчка.wav
жртва,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-жртва.wav
жупа (македонија),Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Жупа (Македонија).wav
з,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-з.wav
за македонцките работи,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-За македонцките работи.wav
заб,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-заб.wav
зад,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зад.wav
закон,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-закон.wav
заложник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-заложник.wav
заменка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-заменка.wav
заменки во македонскиот јазик,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Заменки во македонскиот јазик.wav
замок,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-замок.wav
запад,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-запад.wav
западен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-западен.wav
запирка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-запирка.wav
зарзават,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зарзават.wav
затвор,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-затвор.wav
зацврстување на народниот јазик во црковната литература до почетокот на 19 век,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Зацврстување на народниот јазик во црковната литература до почетокот на 19 век.wav
зачин,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зачин.wav
зајак,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зајак.wav
збор,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-збор.wav
зборува,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зборува.wav
звезда,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-звезда.wav
звук,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-звук.wav
звучни согласки,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Звучни согласки.wav
звучник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-звучник.wav
зграда,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зграда.wav
здрав,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-здрав.wav
здравје,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-здравје.wav
зебра,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зебра.wav
зелен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зелен.wav
зеленчук,Zquad974,LL-Q9296 (mkd)-Zquad974-зеленчук.wav
зелка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зелка.wav
земја,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-земја.wav
земјоделец,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-земјоделец.wav
земјоделство,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-земјоделство.wav
земјотрес,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-земјотрес.wav
зима,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зима.wav
зихна,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Зихна.wav
злато,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Злато.wav
злетовско-пробиштипски регион,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Злетовско-пробиштипски регион.wav
змеј,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-змеј.wav
змија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-змија.wav
знае,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-знае.wav
знаме,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-знаме.wav
значење,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-значење.wav
зона,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зона.wav
зоологија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-зоологија.wav
и,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-и.wav
иван чаповски,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Иван Чаповски.wav
ивање,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Ивање.wav
игла,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-игла.wav
иго,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-иго.wav
игра,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-игра.wav
играчка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-играчка.wav
идеал,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-идеал.wav
иднина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-иднина.wav
извор,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-извор.wav
изговор,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-изговор.wav
излез,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-излез.wav
или,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-или.wav
илинденска азбука,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Илинденска азбука.wav
илинска планина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Илинска Планина.wav
илјада,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-илјада.wav
има,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-има.wav
имам,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-имам.wav
име,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-име.wav
именка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-именка.wav
империја,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-империја.wav
империјализам,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-империјализам.wav
импресионизам,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-импресионизам.wav
индиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-индиум.wav
индустрија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-индустрија.wav
инсект,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-инсект.wav
институт за македонски јазик „крсте мисирков“,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Институт за македонски јазик „Крсте Мисирков“.wav
интересен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-интересен.wav
интернационален,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-интернационален.wav
инфлација,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-инфлација.wav
информација,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-информација.wav
ирвас,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ирвас.wav
иридиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-иридиум.wav
искра,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-искра.wav
исток,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-исток.wav
историја,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-историја.wav
историја на македонскиот јазик,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Историја на македонскиот јазик.wav
источен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-источен.wav
италијански,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-италијански.wav
итербиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-итербиум.wav
итриум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-итриум.wav
каде,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-каде.wav
кадмиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кадмиум.wav
казино,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-казино.wav
казна,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-казна.wav
какао,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-какао.wav
кактус,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кактус.wav
кал,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кал.wav
калај,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-калај.wav
калеидоскоп,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-калеидоскоп.wav
календар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-календар.wav
калиум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-калиум.wav
калифорниум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-калифорниум.wav
калциум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-калциум.wav
камен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-камен.wav
камера,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-камера.wav
камила,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-камила.wav
камилица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-камилица.wav
камион,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-камион.wav
камшик,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-камшик.wav
канал,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-канал.wav
канцеларија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-канцеларија.wav
канџа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-канџа.wav
капина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-капина.wav
капитализам,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-капитализам.wav
капија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-капија.wav
капка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-капка.wav
капут,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-капут.wav
карадак,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Карадак.wav
каранфил,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-каранфил.wav
караорман,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Караорман.wav
карајанија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Карајанија.wav
караџица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Караџица.wav
кариера,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кариера.wav
карта,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-карта.wav
карфиол,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-карфиол.wav
каршијак,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Каршијак.wav
касап,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-касап.wav
кат,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кат.wav
катастрофа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-катастрофа.wav
категорија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-категорија.wav
катедрала,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-катедрала.wav
катерина здравкова,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Катерина Здравкова.wav
катран,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-катран.wav
кафе,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кафе.wav
кашла,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кашла.wav
кај,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кај.wav
кајсија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кајсија.wav
кајче,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кајче.wav
квадрат,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-квадрат.wav
квас,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-квас.wav
квасец,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-квасец.wav
келнер,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-келнер.wav
кенгур,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кенгур.wav
кечап,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кечап.wav
километар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-километар.wav
кинески,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кинески.wav
кириум,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кириум.wav
кисел,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кисел.wav
киселина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-киселина.wav
кислород,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кислород.wav
кит,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кит.wav
китка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Китка.wav
кичевија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Кичевија.wav
кичма,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кичма.wav
клавир,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-клавир.wav
клас,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-клас.wav
клевета,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-клевета.wav
клен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-клен.wav
клепа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Клепа.wav
клима,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-клима.wav
клукајдрвец,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-клукајдрвец.wav
клун,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-клун.wav
клуч,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-клуч.wav
книга,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-книга.wav
кобалт,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кобалт.wav
кобила,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кобила.wav
кобра,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кобра.wav
ковач,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ковач.wav
кога,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кога.wav
кодификација на македонскиот стандарден јазик,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Кодификација на македонскиот стандарден јазик.wav
кожа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кожа.wav
кожуф,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Кожуф.wav
коза,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-коза.wav
козјак,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Козјак.wav
козјачија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Козјачија.wav
кокошка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кокошка.wav
кол,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кол.wav
кола,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кола.wav
колач,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-колач.wav
колбас,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-колбас.wav
колега,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-колега.wav
колено,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-колено.wav
количина,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-количина.wav
коло,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-коло.wav
комарец,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-комарец.wav
комбајн,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-комбајн.wav
комисија за јазик и правопис,Jovan.kostov,LL-Q9296 (mkd)-Jovan.kostov-Комисија за јазик и правопис.wav
коморач,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-коморач.wav
компас,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-компас.wav
компир,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-компир.wav
композитор,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-композитор.wav
компјутер,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-компјутер.wav
комунизам,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-комунизам.wav
комшија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-комшија.wav
коноп,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-коноп.wav
континент,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-континент.wav
конус,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-конус.wav
концерт,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-концерт.wav
конјугација,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-конјугација.wav
копар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-копар.wav
копачка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Копачка.wav
коприна,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-коприна.wav
копје,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-копје.wav
кора,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кора.wav
кораб,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Кораб.wav
корен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-корен.wav
корешта,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Корешта.wav
кос,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кос.wav
коса,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-коса.wav
коска,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-коска.wav
космос,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-космос.wav
костенарија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Костенарија.wav
котва,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-котва.wav
которлак,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Которлак.wav
кофа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кофа.wav
коцка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-коцка.wav
кош,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кош.wav
кошарка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кошарка.wav
кошмар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кошмар.wav
кошница,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кошница.wav
кошула,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кошула.wav
кој,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кој.wav
којот,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-којот.wav
коњ,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-коњ.wav
крава,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крава.wav
краде,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-краде.wav
крадец,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крадец.wav
крал,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крал.wav
кралица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кралица.wav
кралство,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кралство.wav
крап,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крап.wav
краставица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-краставица.wav
краток,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-краток.wav
крај,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крај.wav
крв,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крв.wav
кревет,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кревет.wav
кремен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кремен.wav
крзно,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крзно.wav
крило,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крило.wav
криптон,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-криптон.wav
кристал,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кристал.wav
крокодил,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крокодил.wav
кромид,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кромид.wav
крофна,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крофна.wav
кројач,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кројач.wav
крст,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крст.wav
крт,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-крт.wav
круг,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-круг.wav
круна,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-круна.wav
круша,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-круша.wav
крчин,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Крчин.wav
ксенон,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ксенон.wav
кукавица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кукавица.wav
кукла,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кукла.wav
кула,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кула.wav
култура,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-култура.wav
куна,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-куна.wav
кундинско езеро,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Кундинско Езеро.wav
курва,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-курва.wav
кус,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кус.wav
кутмичевица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Кутмичевица.wav
куче,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-куче.wav
кујна,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-кујна.wav
куќа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-куќа.wav
лабораторија,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лабораторија.wav
лав,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лав.wav
лаванда,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лаванда.wav
ладен,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ладен.wav
ладилник,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ладилник.wav
лаже,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лаже.wav
лажица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лажица.wav
лакавичко,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-Лакавичко.wav
лакт,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лакт.wav
лале,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лале.wav
лампа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лампа.wav
лантан,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лантан.wav
ласица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ласица.wav
ластовица,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-ластовица.wav
латински,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-латински.wav
лаѓа,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лаѓа.wav
леб,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-леб.wav
лебарка,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лебарка.wav
лебед,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лебед.wav
легенда,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-легенда.wav
легло,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-легло.wav
лед,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лед.wav
лек,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лек.wav
лекар,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лекар.wav
леопард,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-леопард.wav
лепеза,Bjankuloski06,LL-Q9296 (mkd)-Bjankuloski06-лепеза.wav
