word,sentence,audio_path,source,license,status
модерното,така е кралот тутанкамон познат и како кралот тут или кралот момче е еден од најпознатите антички египетски кралеви во модерното доба,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10223565863101899842.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
можат,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
може,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
можеби,можеби повеќето луѓе ќе сфатат дека нивна најдобра долгорочна опција е да работат заедно со другите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10104733770466673094.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
можела,"""но кралската морнарица и понатаму била посилна од германската морнарица kriegsmarine"" и ќе можела да ја уништи која било инвазиска флота испратена по англискиот канал.",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10065444896906387793.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
можеше,досега аол можеше да го движи и развива им-пазарот со свое темпо како резултат на неговата широка употреба во соединетите американски држави,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10056485569275356852.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
момче,така е кралот тутанкамон познат и како кралот тут или кралот момче е еден од најпознатите антички египетски кралеви во модерното доба,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10223565863101899842.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
мора,за проверка на жртвата мора прво да го испитате местото на настанот за да се уверите дека сте безбедни,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10190096799150502954.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
море,елсвортовата земја е регион јужно од полуостровот која граничи со белингсхаузеновото море,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1003125635861060415.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
морнарица,"""но кралската морнарица и понатаму била посилна од германската морнарица kriegsmarine"" и ќе можела да ја уништи која било инвазиска флота испратена по англискиот канал.",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10065444896906387793.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
морското,по мапирањето на морското дно потонатиот брод бил најден со помош на далечински управувана подморница,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10199040926014061044.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
мошне,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
му,оваа теорија му противречи на тврдењето дека месечината е целосно без никаква геолошка активност,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10263398184083001054.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
на,главниот тек на реката амазон изнесува 6387 км 3980 милји. вода собира од илјадници помали реки,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10011926538676301602.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
навистина,во својот одговор министерството го нарече одложувањето на извештајот на apple како навистина за жалење,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10200395905752521111.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
награди,пбс-серијата има повеќе од две дузини еми награди и е пократко се емитува само од улицата сезам и соседството на господин роџер,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10108587738237734175.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
над,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
нарече,во својот одговор министерството го нарече одложувањето на извештајот на apple како навистина за жалење,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10200395905752521111.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
нарушување,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
настанот,за проверка на жртвата мора прво да го испитате местото на настанот за да се уверите дека сте безбедни,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10190096799150502954.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
натпреварите,натпреварите започнаа во 10:00 часот во одлични временски услови а освен ситниот дожд на средината од утрото брзо се разведри па денот беше совршен за рагби 7,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10137687205240250466.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
натпреварот,престојуваше во хотелот на тимот пред натпреварот планиран за во недела против болоња,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10253250412252597269.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
наутро,денес рано наутро ветровите беа со брзина од 83 km/h и се очекуваше да слабеат,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10164070221573083264.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
научни,луѓето со овој вид на размислување размислуваат логично можат да меморираат шеми да решаваат проблеми и да работат на научни тестови,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10065805928696453690.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
нашла,за време на 18-тиот век камбоџа се нашла притисната помеѓу два силни соседа тајланд и виетнам,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10216478048595634999.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
најден,по мапирањето на морското дно потонатиот брод бил најден со помош на далечински управувана подморница,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10199040926014061044.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
најдобра,можеби повеќето луѓе ќе сфатат дека нивна најдобра долгорочна опција е да работат заедно со другите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10104733770466673094.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
најпознат,друг познат грк е математичарот питагора најпознат по неговата славна теорема за односот на страните кај рамностран триаголник,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10287951160575319471.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
најпознатите,така е кралот тутанкамон познат и како кралот тут или кралот момче е еден од најпознатите антички египетски кралеви во модерното доба,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10223565863101899842.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
најстрашните,торнадата корнат дрвја туркаат блокови од згради и креваат автмобили во воздух најстрашните два проценти од торнадата траат повеќе од три часа,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1019339275886201248.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
не,ако живеете во град со поинаква култура на пиење посетете ги баровите или пабовите во деловите во коишто не се движите често,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10069884987727337192.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
невремето,невремето лоцирано на 645 милји 1040 км западно од островите на зелениот 'рт веројатно ќе се растера пред да претставува опасност на која било копнена област велат метереолозите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10109222702755139513.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
него,оцелотите сакаат да јадат мали животни ако можат фаќаат мајмуни змии глодари и птици речиси сите животни што ги лови оцелотот се значително помали од него,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10081916333198708929.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
неговата,досега аол можеше да го движи и развива им-пазарот со свое темпо како резултат на неговата широка употреба во соединетите американски држави,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10056485569275356852.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
недела,престојуваше во хотелот на тимот пред натпреварот планиран за во недела против болоња,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10253250412252597269.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
некаде,постојат многу нешта кои треба да ги земете во предвид пред и кога патувате некаде,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10158907669021609272.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
некои,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
некој,кога патувате очекувајте нештата да не бидат како дома манирите законите храната сообраќајот сместувањето стандардите јазикот и слично до некој степен ќе се разликуваат од местото каде живеете,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10131002331626310114.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
нема,не е организиран додатен превоз а подземните возови нема да запираат кај вембли и местата за паркирање и паркинзите за прекачување во јавен превоз не се достапни кај стадионот,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10151850202817638775.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
нешта,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
нештата,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
нивна,можеби повеќето луѓе ќе сфатат дека нивна најдобра долгорочна опција е да работат заедно со другите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10104733770466673094.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
нивната,херши и чејс користеле фаги или вируси за вградување на нивната сопствена днк во бактерија,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10168521013030027655.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
никаква,оваа теорија му противречи на тврдењето дека месечината е целосно без никаква геолошка активност,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10263398184083001054.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
но,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
носат,тие создаваат силни ветрови често со брзина од 100-200 милји/час и може да креваат тешки објекти во воздух и да ги носат со движењето на торнадото,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10126284256771084333.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
нуклеарните,г костело рече дека кога нуклеарните реактори ќе бидат економски одржливи австралија ќе почне да ги употребува,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10087150621273010660.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
обврската,денешното соопштение исто така ја искажува и обврската на владата што ја презеде во март годинава за финансирање на повеќе колички,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10082000026820544428.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
област,невремето лоцирано на 645 милји 1040 км западно од островите на зелениот 'рт веројатно ќе се растера пред да претставува опасност на која било копнена област велат метереолозите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10109222702755139513.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
објекти,тие создаваат силни ветрови често со брзина од 100-200 милји/час и може да креваат тешки објекти во воздух и да ги носат со движењето на торнадото,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10126284256771084333.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
ова,медиумските компании редовно лажат за целта на ова тврдејќи дека е за спречување пиратерија,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10219126145262163635.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
оваа,колонистите исто така побарале засилувања откако ја виделе оваа активност,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10153483223478080716.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
овие,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
овој,луѓето со овој вид на размислување размислуваат логично можат да меморираат шеми да решаваат проблеми и да работат на научни тестови,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10065805928696453690.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
ограничен,има ограничен број на дозволи коишто се резервирани за барања за влегување достапни врз основа прв дојден прв послужен,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10094277887611576303.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
од,главниот тек на реката амазон изнесува 6387 км 3980 милји. вода собира од илјадници помали реки,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10011926538676301602.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
одвои,асинхроната комуникација потпомага да се одвои време за размислување и реакција на другите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10048548429769072004.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
одговор,во својот одговор министерството го нарече одложувањето на извештајот на apple како навистина за жалење,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10200395905752521111.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
одзеде,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
одлични,натпреварите започнаа во 10:00 часот во одлични временски услови а освен ситниот дожд на средината од утрото брзо се разведри па денот беше совршен за рагби 7,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10137687205240250466.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
одложувањето,во својот одговор министерството го нарече одложувањето на извештајот на apple како навистина за жалење,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10200395905752521111.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
односот,друг познат грк е математичарот питагора најпознат по неговата славна теорема за односот на страните кај рамностран триаголник,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10287951160575319471.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
одредени,дополнително барање во постапката за издавање виза е регистрацијата во одредени земји мора да го регистрирате вашето присуство и адресата каде што престојувате кај локалните власти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10214200558501838218.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
одржливи,г костело рече дека кога нуклеарните реактори ќе бидат економски одржливи австралија ќе почне да ги употребува,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10087150621273010660.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
околу,"капсулата ќе се движи со околу 12,8 km или 8 милји во секунда што е доволно брзо за да се стигне од сан франциско до лос анџелес за само една минута",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10271544060901211918.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
октомври,сепак целиот иок мора да ги ратификува гласовите на состанокот во копенхаген во октомври,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10191154942890731144.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
омилените,на децата со хиперкинетичко нарушување им е тешко да се концентрираат на нешта како училишна работа но можат да се концентрираат на нештата во коишто уживаат како што се играње игри гледање на омилените цртани филмови или пишување реченици без интерпункциски знаци,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10041339867544878266.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
оние,некои земји имаат мошне драконски казни дури и за оние кои првпат прават престап тука може да спаѓаат и затворски казни од над 10 години или смртна казна,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10064679055382452909.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
опасност,невремето лоцирано на 645 милји 1040 км западно од островите на зелениот 'рт веројатно ќе се растера пред да претставува опасност на која било копнена област велат метереолозите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10109222702755139513.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
опција,можеби повеќето луѓе ќе сфатат дека нивна најдобра долгорочна опција е да работат заедно со другите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10104733770466673094.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
општи,внатрешното труење може да не може веднаш да се види симптомите како што е повраќање се прилично општи па не може веднаш да се постави дијагноза,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10076341673973189911.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
организиран,не е организиран додатен превоз а подземните возови нема да запираат кај вембли и местата за паркирање и паркинзите за прекачување во јавен превоз не се достапни кај стадионот,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10151850202817638775.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
освен,натпреварите започнаа во 10:00 часот во одлични временски услови а освен ситниот дожд на средината од утрото брзо се разведри па денот беше совршен за рагби 7,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10137687205240250466.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
освојување,во англија долго време владеел мир по повторното освојување на данелаг,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1013200396048361645.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
основа,има ограничен број на дозволи коишто се резервирани за барања за влегување достапни врз основа прв дојден прв послужен,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10094277887611576303.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
осомничен,човекот осомничен за детонирање на бомбата бил приведен по претрпување повреди од експлозијата,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10234474842836423156.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
островите,невремето лоцирано на 645 милји 1040 км западно од островите на зелениот 'рт веројатно ќе се растера пред да претставува опасност на која било копнена област велат метереолозите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10109222702755139513.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
отворено,жените готвеле во дворот продавниците биле само тезги на отворено свртени кон улицата каменот се користел за изградба на куќи,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10305993034972183134.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
откако,колонистите исто така побарале засилувања откако ја виделе оваа активност,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10153483223478080716.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
отколку,хсие исто така тврдеше дека фотогеничниот ма бил повеќе за стил отколку за суштина,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10012693046237682727.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
оцелотите,оцелотите сакаат да јадат мали животни ако можат фаќаат мајмуни змии глодари и птици речиси сите животни што ги лови оцелотот се значително помали од него,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10081916333198708929.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
оцелотот,оцелотите сакаат да јадат мали животни ако можат фаќаат мајмуни змии глодари и птици речиси сите животни што ги лови оцелотот се значително помали од него,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10081916333198708929.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
очекуваше,денес рано наутро ветровите беа со брзина од 83 km/h и се очекуваше да слабеат,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10164070221573083264.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
очекувајте,кога патувате очекувајте нештата да не бидат како дома манирите законите храната сообраќајот сместувањето стандардите јазикот и слично до некој степен ќе се разликуваат од местото каде живеете,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10131002331626310114.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
па,внатрешното труење може да не може веднаш да се види симптомите како што е повраќање се прилично општи па не може веднаш да се постави дијагноза,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10076341673973189911.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
пабовите,ако живеете во град со поинаква култура на пиење посетете ги баровите или пабовите во деловите во коишто не се движите често,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10069884987727337192.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
палаван,противмински брод од класа авенџер тргнал кон пуерто принсеса во палаван,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10141811099397219330.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
